,Gênero musical favorito,Deseja gastar,Até quanto pretende gastar?,O quão longe gostaria de ir?,Gostaria de comer durante o passeio?,Qual o seu estado civil?,É religioso?,Tem filhos?,Gosta de esportes?,Quais esportes?,Torce para algum time?,Estilo de filme favorito:,Ponto de partida,Locais
602,4,FALSE,307,68,TRUE,2,TRUE,TRUE,TRUE,2,1,4,6,Lae
603,7,TRUE,142,76,TRUE,3,TRUE,FALSE,TRUE,2,1,7,79,Lae
604,3,TRUE,219,83,TRUE,1,FALSE,FALSE,TRUE,1,4,4,41,Lae
605,3,FALSE,427,1,FALSE,3,FALSE,TRUE,FALSE,3,1,7,84,Lae
606,6,TRUE,433,56,TRUE,1,FALSE,FALSE,TRUE,5,2,4,94,Lae
607,7,FALSE,414,46,TRUE,3,TRUE,FALSE,TRUE,3,4,3,43,Lae
608,6,FALSE,255,81,TRUE,4,FALSE,FALSE,TRUE,3,1,2,58,Lae
609,1,FALSE,335,42,TRUE,3,FALSE,TRUE,FALSE,2,4,1,17,Lae
610,3,TRUE,197,29,FALSE,1,FALSE,FALSE,TRUE,5,2,5,13,Lae
611,6,FALSE,356,30,FALSE,1,TRUE,FALSE,FALSE,3,4,5,64,Lae
612,3,FALSE,446,53,TRUE,4,TRUE,TRUE,FALSE,4,4,7,47,Lae
613,5,TRUE,425,6,FALSE,1,TRUE,TRUE,FALSE,3,4,1,39,Lae
614,6,FALSE,101,10,FALSE,1,TRUE,FALSE,FALSE,5,2,5,11,Lae
615,6,FALSE,439,54,FALSE,3,TRUE,FALSE,FALSE,1,4,7,88,Lae
616,7,TRUE,366,51,TRUE,4,TRUE,FALSE,FALSE,2,2,4,4,Lae
617,5,FALSE,424,37,FALSE,2,FALSE,TRUE,FALSE,1,2,5,8,Lae
618,5,TRUE,204,63,FALSE,4,TRUE,TRUE,FALSE,1,1,3,71,Lae
619,2,FALSE,38,95,FALSE,1,FALSE,TRUE,TRUE,3,2,1,36,Lae
620,6,FALSE,303,18,TRUE,2,TRUE,TRUE,FALSE,1,2,3,1,Lae
621,6,FALSE,379,48,TRUE,2,FALSE,TRUE,FALSE,5,2,3,76,Lae
622,1,FALSE,257,65,TRUE,3,TRUE,TRUE,FALSE,1,4,1,85,Lae
623,5,FALSE,52,54,FALSE,4,TRUE,TRUE,FALSE,5,3,6,1,Lae
624,4,TRUE,481,47,TRUE,1,TRUE,TRUE,FALSE,3,4,7,6,Lae
625,3,FALSE,153,7,TRUE,4,FALSE,TRUE,TRUE,4,4,7,39,Lae
626,7,FALSE,123,43,FALSE,4,TRUE,TRUE,TRUE,1,3,5,36,Lae
627,1,FALSE,133,45,FALSE,1,TRUE,FALSE,TRUE,1,3,7,31,Lae
628,7,FALSE,271,50,TRUE,4,TRUE,FALSE,TRUE,3,3,5,100,Lae
629,3,TRUE,198,29,FALSE,4,TRUE,FALSE,FALSE,4,3,6,55,Lae
630,3,FALSE,305,62,TRUE,3,TRUE,TRUE,TRUE,2,4,1,35,Lae
631,7,TRUE,494,6,FALSE,4,FALSE,FALSE,FALSE,1,2,1,93,Lae
632,4,TRUE,435,9,TRUE,4,FALSE,FALSE,TRUE,2,1,5,79,Lae
633,3,TRUE,389,32,FALSE,3,FALSE,TRUE,FALSE,5,3,3,62,Lae
634,1,FALSE,437,71,TRUE,1,TRUE,TRUE,TRUE,1,3,1,13,Lae
635,5,FALSE,202,95,TRUE,4,TRUE,TRUE,FALSE,1,2,1,31,Lae
636,1,FALSE,452,51,TRUE,3,TRUE,TRUE,TRUE,4,2,1,1,Lae
637,6,TRUE,370,15,FALSE,2,FALSE,TRUE,FALSE,4,4,1,67,Lae
638,1,FALSE,112,35,TRUE,3,TRUE,FALSE,FALSE,5,1,4,61,Lae
639,1,FALSE,485,79,TRUE,3,FALSE,TRUE,TRUE,5,3,3,65,Lae
640,5,FALSE,115,100,TRUE,1,TRUE,TRUE,FALSE,3,1,2,91,Lae
641,1,FALSE,140,62,FALSE,4,FALSE,FALSE,FALSE,5,1,7,78,Lae
642,6,TRUE,104,91,TRUE,2,TRUE,TRUE,TRUE,5,1,7,13,Lae
643,7,TRUE,411,89,TRUE,2,FALSE,TRUE,TRUE,1,2,7,22,Lae
644,1,FALSE,370,66,TRUE,1,FALSE,FALSE,FALSE,2,2,2,58,Lae
645,6,FALSE,293,32,TRUE,3,FALSE,TRUE,FALSE,1,4,2,79,Lae
646,7,FALSE,19,9,TRUE,2,TRUE,FALSE,TRUE,5,4,3,40,Lae
647,6,TRUE,6,36,FALSE,1,FALSE,FALSE,FALSE,2,1,4,50,Lae
648,2,FALSE,52,21,FALSE,2,FALSE,TRUE,TRUE,2,1,6,71,Lae
649,1,FALSE,137,16,TRUE,4,FALSE,FALSE,TRUE,5,3,1,91,Lae
650,1,FALSE,33,99,TRUE,4,FALSE,FALSE,FALSE,3,1,1,67,Lae
651,1,FALSE,127,47,FALSE,3,FALSE,FALSE,TRUE,5,3,5,27,Lae
652,5,FALSE,217,17,FALSE,1,FALSE,FALSE,TRUE,4,1,1,25,Lae
653,6,TRUE,499,38,FALSE,1,FALSE,FALSE,TRUE,5,2,7,10,Lae
654,7,TRUE,51,70,FALSE,3,TRUE,TRUE,TRUE,2,3,3,30,Lae
655,1,TRUE,322,73,FALSE,1,FALSE,FALSE,FALSE,3,4,3,58,Lae
656,3,TRUE,156,23,FALSE,1,FALSE,TRUE,FALSE,2,3,6,35,Lae
657,7,FALSE,18,19,FALSE,3,FALSE,TRUE,FALSE,5,1,5,12,Lae
658,4,FALSE,162,8,FALSE,2,TRUE,FALSE,FALSE,1,1,5,17,Lae
659,6,TRUE,116,86,FALSE,4,FALSE,TRUE,TRUE,2,3,2,4,Lae
660,6,TRUE,206,3,FALSE,1,FALSE,TRUE,FALSE,1,1,1,48,Lae
661,5,TRUE,237,27,FALSE,4,FALSE,TRUE,FALSE,1,1,3,71,Lae
662,5,FALSE,439,17,FALSE,4,TRUE,TRUE,TRUE,3,2,3,62,Lae
663,7,FALSE,164,71,FALSE,4,TRUE,FALSE,TRUE,3,3,1,46,Lae
664,7,TRUE,134,98,TRUE,3,TRUE,TRUE,TRUE,4,1,3,33,Lae
665,7,FALSE,390,60,FALSE,4,TRUE,TRUE,FALSE,2,2,5,60,Lae
666,6,FALSE,75,100,TRUE,4,FALSE,FALSE,FALSE,5,4,5,65,Lae
667,6,FALSE,45,76,FALSE,3,FALSE,FALSE,TRUE,3,4,4,64,Lae
668,3,TRUE,212,82,FALSE,4,TRUE,TRUE,FALSE,5,4,7,27,Lae
669,3,FALSE,477,16,FALSE,1,FALSE,TRUE,TRUE,1,3,7,78,Lae
670,7,FALSE,261,87,TRUE,4,TRUE,TRUE,FALSE,1,2,7,4,Lae
671,1,TRUE,131,90,FALSE,2,TRUE,FALSE,FALSE,3,4,7,16,Lae
672,3,FALSE,41,2,FALSE,4,FALSE,TRUE,FALSE,4,3,1,73,Lae
673,4,FALSE,91,100,TRUE,3,TRUE,TRUE,FALSE,3,2,5,29,Lae
674,2,TRUE,7,13,FALSE,4,FALSE,TRUE,TRUE,3,2,3,12,Lae
675,2,TRUE,243,31,TRUE,1,FALSE,TRUE,FALSE,4,1,5,84,Lae
676,1,TRUE,59,52,TRUE,3,FALSE,FALSE,TRUE,3,2,7,56,Lae
677,5,FALSE,81,3,TRUE,2,TRUE,TRUE,TRUE,5,3,5,31,Lae
678,4,FALSE,440,59,FALSE,3,TRUE,TRUE,TRUE,5,4,5,61,Lae
679,5,FALSE,203,31,FALSE,1,TRUE,FALSE,TRUE,4,3,5,56,Lae
680,3,FALSE,8,38,FALSE,3,TRUE,TRUE,FALSE,3,1,6,72,Lae
681,5,TRUE,122,34,FALSE,2,TRUE,FALSE,TRUE,4,2,4,13,Lae
682,5,TRUE,256,27,FALSE,4,FALSE,FALSE,TRUE,3,4,6,94,Lae
683,3,TRUE,265,78,FALSE,3,TRUE,TRUE,TRUE,4,1,6,74,Lae
684,5,FALSE,442,72,TRUE,1,TRUE,TRUE,TRUE,3,1,3,68,Lae
685,1,TRUE,412,27,TRUE,4,FALSE,FALSE,TRUE,2,2,5,4,Lae
686,4,FALSE,455,92,TRUE,4,FALSE,TRUE,TRUE,2,2,3,46,Lae
687,6,FALSE,394,89,FALSE,1,FALSE,TRUE,FALSE,1,1,5,64,Lae
688,4,FALSE,299,61,TRUE,3,TRUE,TRUE,FALSE,3,3,3,27,Lae
689,4,TRUE,445,6,FALSE,2,TRUE,FALSE,TRUE,3,4,6,34,Lae
690,3,FALSE,480,95,TRUE,2,FALSE,FALSE,FALSE,1,4,2,37,Lae
691,3,TRUE,116,44,TRUE,1,TRUE,TRUE,FALSE,5,1,1,28,Lae
692,3,TRUE,385,96,TRUE,4,FALSE,FALSE,FALSE,4,1,5,99,Lae
693,2,FALSE,481,80,TRUE,2,FALSE,TRUE,TRUE,3,2,4,32,Lae
694,2,TRUE,488,81,FALSE,2,TRUE,FALSE,FALSE,1,2,3,62,Lae
695,2,TRUE,249,97,TRUE,2,TRUE,FALSE,TRUE,2,4,2,31,Lae
696,5,FALSE,90,93,FALSE,1,TRUE,FALSE,TRUE,4,4,7,57,Lae
697,4,TRUE,150,11,FALSE,2,TRUE,FALSE,FALSE,5,1,1,26,Lae
698,7,TRUE,154,13,TRUE,3,FALSE,FALSE,FALSE,4,3,1,18,Lae
699,3,FALSE,62,8,TRUE,2,TRUE,TRUE,TRUE,1,4,1,96,Lae
700,4,FALSE,405,32,FALSE,3,FALSE,FALSE,TRUE,5,1,6,33,Lae
701,6,FALSE,77,59,TRUE,1,FALSE,TRUE,TRUE,2,4,1,87,Lae
702,1,FALSE,263,5,TRUE,3,TRUE,FALSE,TRUE,5,1,5,79,Lae
703,7,FALSE,363,34,TRUE,4,FALSE,FALSE,FALSE,5,1,7,75,Lae
704,3,TRUE,141,52,FALSE,1,FALSE,TRUE,TRUE,1,2,2,45,Lae
705,4,TRUE,384,75,FALSE,1,TRUE,FALSE,FALSE,2,2,7,34,Lae
706,1,TRUE,402,23,TRUE,1,TRUE,FALSE,FALSE,4,1,5,25,Lae
707,7,TRUE,397,35,FALSE,2,TRUE,TRUE,FALSE,5,4,2,29,Lae
708,2,FALSE,81,21,TRUE,1,TRUE,TRUE,TRUE,4,1,3,68,Lae
709,6,FALSE,44,38,FALSE,3,FALSE,TRUE,FALSE,4,1,3,31,Lae
710,1,TRUE,48,16,TRUE,2,TRUE,TRUE,TRUE,5,3,5,65,Lae
711,1,FALSE,263,59,TRUE,2,FALSE,FALSE,TRUE,4,2,2,99,Lae
712,3,FALSE,251,69,TRUE,2,FALSE,FALSE,FALSE,4,2,2,73,Lae
713,7,TRUE,148,99,TRUE,3,TRUE,TRUE,FALSE,3,4,3,92,Lae
714,6,TRUE,164,37,FALSE,3,FALSE,TRUE,FALSE,5,2,7,43,Lae
715,5,TRUE,372,94,FALSE,1,TRUE,FALSE,FALSE,5,4,7,17,Lae
716,6,FALSE,463,23,TRUE,2,FALSE,TRUE,FALSE,1,1,3,40,Lae
717,2,TRUE,403,100,FALSE,1,TRUE,FALSE,FALSE,3,4,5,41,Lae
718,4,FALSE,258,20,FALSE,2,FALSE,TRUE,TRUE,2,4,2,44,Lae
719,4,FALSE,61,62,TRUE,1,FALSE,FALSE,TRUE,4,1,6,27,Lae
720,2,FALSE,206,97,TRUE,3,TRUE,FALSE,FALSE,4,4,2,45,Lae
721,2,TRUE,439,25,TRUE,3,TRUE,FALSE,TRUE,5,1,1,80,Lae
722,1,TRUE,96,57,TRUE,2,FALSE,TRUE,FALSE,5,1,2,55,Lae
723,6,TRUE,301,97,FALSE,2,TRUE,FALSE,TRUE,1,1,5,83,Lae
724,1,TRUE,269,66,TRUE,4,TRUE,TRUE,FALSE,5,4,7,22,Lae
725,4,FALSE,482,75,TRUE,1,TRUE,TRUE,TRUE,2,3,7,57,Lae
726,5,TRUE,395,10,TRUE,3,TRUE,TRUE,FALSE,1,2,7,85,Lae
727,2,FALSE,49,58,FALSE,3,TRUE,FALSE,TRUE,1,1,2,35,Lae
728,7,TRUE,13,54,FALSE,3,FALSE,FALSE,TRUE,4,4,5,53,Lae
729,7,TRUE,308,25,FALSE,2,TRUE,FALSE,FALSE,5,2,4,89,Lae
730,7,TRUE,452,97,TRUE,1,FALSE,FALSE,TRUE,4,4,6,22,Lae
731,4,TRUE,119,5,FALSE,2,TRUE,FALSE,FALSE,5,3,2,98,Lae
732,1,FALSE,217,25,FALSE,3,FALSE,TRUE,TRUE,1,4,2,97,Lae
733,2,TRUE,348,27,TRUE,2,TRUE,TRUE,FALSE,4,2,6,11,Lae
734,6,TRUE,324,96,TRUE,1,FALSE,TRUE,FALSE,5,4,1,7,Lae
735,4,FALSE,12,17,TRUE,4,FALSE,TRUE,FALSE,5,1,7,15,Lae
736,1,TRUE,297,20,TRUE,2,TRUE,FALSE,TRUE,2,4,2,33,Lae
737,2,TRUE,214,85,FALSE,1,FALSE,TRUE,TRUE,4,3,1,68,Lae
738,2,TRUE,337,51,FALSE,2,FALSE,TRUE,TRUE,4,3,7,77,Lae
739,7,TRUE,357,100,FALSE,1,FALSE,FALSE,TRUE,2,1,2,41,Lae
740,5,TRUE,60,5,FALSE,3,TRUE,FALSE,TRUE,3,3,5,74,Lae
741,6,TRUE,80,16,TRUE,1,TRUE,TRUE,TRUE,1,2,5,24,Lae
742,6,FALSE,441,72,FALSE,2,FALSE,FALSE,TRUE,5,4,1,65,Lae
743,3,FALSE,401,53,FALSE,1,FALSE,FALSE,TRUE,5,1,3,68,Lae
744,5,TRUE,62,37,FALSE,1,TRUE,TRUE,TRUE,1,3,2,45,Lae
745,3,FALSE,435,89,FALSE,1,TRUE,TRUE,TRUE,5,4,6,19,Lae
746,3,FALSE,162,13,FALSE,3,TRUE,TRUE,TRUE,2,1,1,11,Lae
747,5,TRUE,483,95,TRUE,1,FALSE,FALSE,FALSE,3,3,4,64,Lae
748,5,FALSE,79,20,TRUE,4,FALSE,TRUE,TRUE,2,4,1,11,Lae
749,6,FALSE,211,55,FALSE,3,TRUE,TRUE,FALSE,5,1,6,88,Lae
750,5,TRUE,375,4,TRUE,2,FALSE,FALSE,FALSE,4,2,7,61,Lae
751,5,FALSE,93,46,FALSE,2,TRUE,TRUE,FALSE,3,2,3,100,Lae
752,2,TRUE,443,52,FALSE,2,FALSE,TRUE,FALSE,5,4,6,49,Lae
753,3,TRUE,475,2,TRUE,1,FALSE,FALSE,FALSE,2,2,6,87,Lae
754,3,FALSE,406,93,TRUE,2,TRUE,TRUE,FALSE,1,3,7,62,Lae
755,5,FALSE,162,76,FALSE,4,TRUE,FALSE,TRUE,1,2,4,78,Lae
756,6,FALSE,369,98,FALSE,3,TRUE,FALSE,FALSE,4,1,2,100,Lae
757,1,FALSE,400,29,FALSE,3,TRUE,FALSE,TRUE,2,1,5,87,Lae
758,2,FALSE,94,99,TRUE,1,TRUE,FALSE,FALSE,1,1,3,68,Lae
759,6,FALSE,319,59,TRUE,4,FALSE,TRUE,FALSE,3,4,5,14,Lae
760,7,TRUE,348,72,TRUE,3,FALSE,TRUE,TRUE,3,1,5,8,Lae
761,3,TRUE,427,75,TRUE,4,FALSE,TRUE,TRUE,3,1,7,99,Lae
762,3,TRUE,350,53,TRUE,4,FALSE,TRUE,TRUE,5,4,4,30,Lae
763,6,FALSE,118,74,FALSE,1,FALSE,TRUE,FALSE,2,3,2,53,Lae
764,3,FALSE,277,31,TRUE,3,FALSE,FALSE,FALSE,1,3,5,66,Lae
765,5,TRUE,159,72,FALSE,4,FALSE,TRUE,TRUE,4,1,4,74,Lae
766,2,FALSE,39,29,TRUE,2,FALSE,TRUE,TRUE,3,4,1,54,Lae
767,6,TRUE,197,29,TRUE,4,TRUE,TRUE,TRUE,3,1,1,42,Lae
768,4,TRUE,287,94,TRUE,1,TRUE,TRUE,FALSE,5,2,1,18,Lae
769,6,TRUE,206,76,TRUE,2,FALSE,TRUE,FALSE,2,1,6,28,Lae
770,4,TRUE,429,95,FALSE,3,TRUE,TRUE,TRUE,2,3,5,24,Lae
771,5,FALSE,28,71,FALSE,1,TRUE,FALSE,TRUE,5,4,1,62,Lae
772,4,FALSE,369,10,TRUE,2,FALSE,FALSE,TRUE,4,1,7,32,Lae
773,7,TRUE,123,77,TRUE,3,TRUE,FALSE,FALSE,5,4,6,85,Lae
774,7,FALSE,210,36,FALSE,1,TRUE,FALSE,TRUE,3,3,1,60,Lae
775,2,FALSE,264,83,TRUE,4,TRUE,FALSE,FALSE,1,2,6,94,Lae
776,4,TRUE,497,39,TRUE,2,TRUE,TRUE,FALSE,5,1,1,16,Lae
777,4,FALSE,241,95,TRUE,3,TRUE,FALSE,TRUE,3,1,3,22,Lae
778,3,TRUE,93,44,TRUE,4,TRUE,TRUE,FALSE,2,1,4,21,Lae
779,4,TRUE,252,40,TRUE,1,FALSE,TRUE,FALSE,3,4,2,33,Lae
780,1,TRUE,135,24,TRUE,4,TRUE,FALSE,FALSE,5,4,5,48,Lae
781,2,FALSE,219,70,TRUE,1,FALSE,TRUE,TRUE,5,4,5,96,Lae
782,7,FALSE,69,62,TRUE,1,TRUE,FALSE,FALSE,4,1,2,71,Lae
783,7,FALSE,422,5,TRUE,2,FALSE,FALSE,TRUE,3,1,5,61,Lae
784,5,TRUE,158,28,TRUE,2,TRUE,FALSE,FALSE,3,1,1,68,Lae
785,5,TRUE,351,79,TRUE,3,FALSE,FALSE,TRUE,5,3,7,77,Lae
786,3,TRUE,222,67,FALSE,4,FALSE,TRUE,TRUE,3,2,3,39,Lae
787,5,FALSE,366,98,FALSE,4,FALSE,FALSE,FALSE,5,3,3,6,Lae
788,1,FALSE,127,25,FALSE,3,TRUE,TRUE,FALSE,2,3,4,80,Lae
789,7,TRUE,261,18,FALSE,1,TRUE,TRUE,TRUE,3,1,6,10,Lae
790,1,FALSE,124,95,TRUE,4,FALSE,FALSE,FALSE,3,1,1,48,Lae
791,3,FALSE,159,14,TRUE,2,FALSE,TRUE,TRUE,1,3,2,73,Lae
792,5,FALSE,426,51,FALSE,4,TRUE,TRUE,TRUE,1,1,6,3,Lae
793,4,FALSE,394,87,TRUE,1,TRUE,TRUE,FALSE,4,2,4,14,Lae
794,7,FALSE,339,45,TRUE,3,TRUE,TRUE,FALSE,4,4,3,92,Lae
795,5,FALSE,8,74,TRUE,2,TRUE,TRUE,TRUE,3,3,2,71,Lae
796,6,FALSE,8,62,FALSE,3,TRUE,FALSE,TRUE,4,3,1,22,Lae
797,7,TRUE,203,85,TRUE,2,FALSE,TRUE,TRUE,3,4,4,24,Lae
798,2,FALSE,430,53,TRUE,2,TRUE,TRUE,TRUE,2,1,5,100,Lae
799,2,TRUE,110,65,TRUE,4,FALSE,TRUE,FALSE,4,2,1,58,Lae
800,5,FALSE,447,73,TRUE,1,TRUE,FALSE,TRUE,1,4,6,53,Lae
801,2,TRUE,445,60,TRUE,4,FALSE,FALSE,FALSE,3,4,6,96,Lae
802,4,TRUE,479,67,TRUE,4,FALSE,FALSE,FALSE,2,2,4,31,Lae
803,1,FALSE,492,91,FALSE,1,TRUE,FALSE,FALSE,3,4,2,14,Lae
804,4,TRUE,247,35,TRUE,2,TRUE,TRUE,TRUE,4,1,3,68,Lae
805,1,TRUE,272,73,FALSE,3,TRUE,TRUE,TRUE,4,2,1,77,Lae
806,5,TRUE,325,81,TRUE,4,TRUE,FALSE,TRUE,5,3,6,38,Lae
807,7,FALSE,99,92,FALSE,3,FALSE,FALSE,TRUE,1,3,5,32,Lae
808,3,TRUE,278,21,TRUE,4,FALSE,FALSE,TRUE,2,4,7,96,Lae
809,7,TRUE,313,35,FALSE,4,FALSE,TRUE,FALSE,4,1,6,96,Lae
810,3,FALSE,378,64,FALSE,4,FALSE,TRUE,FALSE,4,4,2,15,Lae
811,3,TRUE,62,97,TRUE,4,TRUE,TRUE,TRUE,5,2,1,61,Lae
812,2,TRUE,27,94,TRUE,4,TRUE,FALSE,FALSE,2,1,2,47,Lae
813,1,TRUE,465,18,FALSE,1,TRUE,TRUE,FALSE,5,4,2,16,Lae
814,1,FALSE,28,87,TRUE,4,FALSE,FALSE,TRUE,5,4,6,91,Lae
815,6,FALSE,208,96,FALSE,4,TRUE,FALSE,FALSE,5,2,2,98,Lae
816,6,FALSE,68,90,FALSE,2,FALSE,TRUE,FALSE,3,1,6,33,Lae
817,2,FALSE,46,11,FALSE,4,TRUE,FALSE,FALSE,1,3,3,4,Lae
818,7,FALSE,12,64,TRUE,1,TRUE,FALSE,TRUE,3,1,6,42,Lae
819,4,FALSE,426,19,TRUE,4,FALSE,TRUE,FALSE,1,3,4,25,Lae
820,6,FALSE,108,80,TRUE,1,TRUE,TRUE,TRUE,4,1,5,22,Lae
821,6,TRUE,22,35,FALSE,4,TRUE,FALSE,FALSE,5,4,3,25,Lae
822,7,TRUE,387,32,TRUE,2,FALSE,FALSE,FALSE,4,3,6,100,Lae
823,4,TRUE,343,17,FALSE,3,FALSE,FALSE,FALSE,3,1,1,80,Lae
824,1,TRUE,487,4,TRUE,4,TRUE,TRUE,FALSE,1,2,7,19,Lae
825,3,FALSE,106,46,FALSE,4,TRUE,TRUE,FALSE,5,1,6,88,Lae
826,6,TRUE,251,50,FALSE,3,TRUE,FALSE,FALSE,5,4,3,78,Lae
827,6,FALSE,17,94,FALSE,3,TRUE,TRUE,FALSE,4,4,5,78,Lae
828,6,FALSE,226,17,FALSE,2,TRUE,TRUE,TRUE,3,3,7,72,Lae
829,7,TRUE,298,50,TRUE,1,TRUE,TRUE,FALSE,2,2,5,86,Lae
830,5,TRUE,184,68,FALSE,3,FALSE,TRUE,TRUE,2,1,6,75,Lae
831,4,FALSE,303,99,TRUE,2,TRUE,TRUE,FALSE,5,3,7,20,Lae
832,1,FALSE,321,38,TRUE,3,FALSE,FALSE,FALSE,2,3,7,45,Lae
833,3,FALSE,162,26,FALSE,3,FALSE,FALSE,TRUE,4,4,6,43,Lae
834,7,FALSE,443,30,TRUE,3,TRUE,FALSE,FALSE,3,2,4,19,Lae
835,5,FALSE,367,10,TRUE,2,FALSE,TRUE,FALSE,2,3,1,72,Lae
836,7,FALSE,294,37,FALSE,3,TRUE,TRUE,TRUE,4,1,1,58,Lae
837,7,FALSE,367,19,TRUE,3,FALSE,FALSE,TRUE,2,4,6,68,Lae
838,5,FALSE,184,19,FALSE,1,TRUE,TRUE,FALSE,2,2,5,71,Lae
839,6,TRUE,408,8,TRUE,2,FALSE,FALSE,FALSE,5,1,7,48,Lae
840,1,FALSE,198,22,TRUE,2,FALSE,TRUE,FALSE,2,1,5,25,Lae
841,5,TRUE,112,95,TRUE,1,FALSE,TRUE,FALSE,5,4,6,93,Lae
842,3,TRUE,488,81,FALSE,2,FALSE,FALSE,FALSE,1,1,2,88,Lae
843,1,FALSE,5,30,FALSE,1,FALSE,FALSE,FALSE,4,1,1,72,Lae
844,6,FALSE,417,49,FALSE,4,TRUE,TRUE,FALSE,5,2,7,71,Lae
845,4,TRUE,116,50,FALSE,4,TRUE,FALSE,TRUE,3,1,2,52,Lae
846,6,TRUE,149,69,FALSE,2,TRUE,FALSE,FALSE,3,4,5,93,Lae
847,3,FALSE,270,4,TRUE,2,TRUE,FALSE,TRUE,2,3,1,81,Lae
848,4,FALSE,471,20,FALSE,2,TRUE,TRUE,TRUE,3,2,3,2,Lae
849,5,FALSE,30,29,TRUE,4,FALSE,TRUE,FALSE,4,4,7,98,Lae
850,5,FALSE,97,10,FALSE,3,TRUE,TRUE,FALSE,3,1,7,93,Lae
851,6,TRUE,236,88,FALSE,3,FALSE,TRUE,FALSE,4,1,1,4,Lae
852,5,TRUE,144,48,TRUE,3,TRUE,TRUE,TRUE,2,1,3,72,Lae
853,4,FALSE,360,60,FALSE,1,FALSE,TRUE,TRUE,4,4,1,55,Lae
854,3,TRUE,245,3,FALSE,2,FALSE,TRUE,TRUE,2,3,2,73,Lae
855,1,TRUE,399,87,FALSE,2,FALSE,FALSE,FALSE,2,3,4,98,Lae
856,7,TRUE,34,4,TRUE,3,FALSE,FALSE,TRUE,3,1,4,12,Lae
857,2,TRUE,370,13,FALSE,2,TRUE,TRUE,TRUE,2,3,4,3,Lae
858,1,TRUE,499,88,FALSE,2,FALSE,TRUE,FALSE,5,2,7,35,Lae
859,7,FALSE,391,17,FALSE,3,TRUE,FALSE,TRUE,1,1,1,76,Lae
860,1,TRUE,182,32,FALSE,3,TRUE,TRUE,TRUE,2,4,5,72,Lae
861,5,TRUE,329,39,TRUE,1,TRUE,TRUE,TRUE,3,3,7,10,Lae
862,3,FALSE,79,3,TRUE,4,FALSE,TRUE,TRUE,2,2,4,45,Lae
863,7,TRUE,230,24,FALSE,4,TRUE,FALSE,TRUE,4,2,4,64,Lae
864,5,FALSE,105,45,TRUE,3,TRUE,FALSE,FALSE,5,3,4,21,Lae
865,4,TRUE,481,4,FALSE,2,TRUE,TRUE,TRUE,1,4,5,94,Lae
866,5,TRUE,208,91,FALSE,2,FALSE,FALSE,FALSE,1,2,6,62,Lae
867,3,FALSE,284,71,TRUE,2,FALSE,TRUE,FALSE,1,1,7,35,Lae
868,4,TRUE,417,74,FALSE,2,TRUE,FALSE,FALSE,1,1,5,17,Lae
869,7,FALSE,351,67,FALSE,3,FALSE,FALSE,FALSE,1,2,2,97,Lae
870,3,FALSE,58,18,FALSE,2,FALSE,FALSE,TRUE,4,2,2,13,Lae
871,5,TRUE,274,91,TRUE,2,FALSE,FALSE,FALSE,3,2,3,41,Lae
872,4,TRUE,248,64,TRUE,3,TRUE,FALSE,FALSE,3,3,4,73,Lae
873,2,TRUE,135,14,TRUE,4,FALSE,TRUE,FALSE,4,3,3,70,Lae
874,1,FALSE,337,15,FALSE,3,FALSE,FALSE,FALSE,4,1,5,13,Lae
875,6,FALSE,460,86,FALSE,4,TRUE,FALSE,FALSE,1,3,4,17,Lae
876,7,FALSE,18,29,TRUE,2,TRUE,TRUE,FALSE,1,3,5,29,Lae
877,1,FALSE,315,60,TRUE,1,FALSE,FALSE,FALSE,2,1,6,3,Lae
878,3,TRUE,445,46,FALSE,4,FALSE,TRUE,TRUE,2,3,3,94,Lae
879,2,FALSE,195,86,FALSE,1,TRUE,FALSE,TRUE,4,3,5,61,Lae
880,7,FALSE,424,99,TRUE,4,FALSE,FALSE,FALSE,3,3,5,35,Lae
881,1,TRUE,58,99,FALSE,2,FALSE,TRUE,FALSE,4,3,2,9,Lae
882,7,TRUE,135,64,FALSE,1,FALSE,FALSE,FALSE,1,1,3,37,Lae
883,5,FALSE,165,77,TRUE,2,FALSE,FALSE,TRUE,4,1,6,45,Lae
884,2,TRUE,22,45,TRUE,4,FALSE,TRUE,TRUE,4,1,3,11,Lae
885,3,FALSE,316,82,FALSE,2,TRUE,TRUE,TRUE,4,3,7,33,Lae
886,5,TRUE,496,33,FALSE,1,TRUE,TRUE,TRUE,5,2,7,7,Lae
887,3,TRUE,412,44,TRUE,2,FALSE,TRUE,FALSE,2,3,2,36,Lae
888,5,TRUE,428,11,FALSE,3,FALSE,TRUE,TRUE,2,4,5,35,Lae
889,7,TRUE,174,42,TRUE,3,TRUE,TRUE,TRUE,1,4,5,50,Lae
890,1,FALSE,300,1,TRUE,1,TRUE,TRUE,TRUE,4,3,2,86,Lae
891,1,FALSE,310,96,TRUE,1,FALSE,FALSE,TRUE,4,2,7,74,Lae
892,2,TRUE,248,2,TRUE,4,TRUE,TRUE,FALSE,1,4,3,9,Lae
893,2,FALSE,177,3,TRUE,1,TRUE,FALSE,FALSE,4,4,1,39,Lae
894,6,FALSE,483,42,FALSE,2,TRUE,FALSE,FALSE,5,2,5,84,Lae
895,3,FALSE,206,3,TRUE,3,FALSE,FALSE,TRUE,5,3,3,71,Lae
